,0
0,0.13127147858378602
1,0.08165748968245427
2,0.06610270806193258
3,0.05676435792866046
4,0.051078262020534546
5,0.04826590394919502
6,0.04515271730616536
7,0.04246892532971726
8,0.0406251696063606
9,0.03901357738561924
10,0.03738507386298871
11,0.03691428727275741
12,0.036055317169023625
13,0.034276890912590126
14,0.03333645222644613
15,0.03268307347078303
16,0.032061494731134246
17,0.031159053564929373
18,0.03067868025661166
19,0.02983057413988538
20,0.02926012539629021
21,0.028439785379800332
22,0.02821071370173687
23,0.02785326751923581
24,0.02714662801434456
25,0.026613680912084284
26,0.026412411258413503
27,0.025923837183941596
28,0.02561326157020493
29,0.02521529468524514
30,0.024734757648909235
31,0.02450027793288507
32,0.023966968457860907
33,0.023644492588512526
34,0.02358146268880655
35,0.022961408635255816
36,0.022755175532500553
37,0.02232534241456477
38,0.02204469005850884
39,0.022169820929305473
40,0.021435354136362883
41,0.021145029322219476
42,0.0210242602079722
43,0.020786997815260038
44,0.02115013788893648
45,0.02032011876367324
46,0.019851602174501586
47,0.019642824589906002
48,0.019373147737965078
49,0.019192296740631512
50,0.01887594929055596
51,0.018684690071476908
52,0.019146996551920557
53,0.018275738151650095
54,0.01803686482839795
55,0.018999118539189598
56,0.01828751721953735
57,0.017376599703177464
58,0.017358877688595044
59,0.01709932579344435
60,0.017315368716910893
61,0.016862319694422197
62,0.016771993778197776
63,0.016317462348244605
64,0.01665981700610507
65,0.015939955752327404
66,0.01644868766278679
67,0.015813298785006518
68,0.01609136380255544
69,0.015482072007626031
70,0.015145176763414802
71,0.01583983019499899
72,0.014953054445298188
73,0.01511731388920697
74,0.014651419104907436
75,0.01458060541104546
76,0.01466212630317772
77,0.014761601126766562
78,0.01414736639973391
79,0.014377120446801466
80,0.013897358632238338
81,0.01419256592084326
82,0.01368096080631231
83,0.013665270905161881
84,0.013438626944818816
85,0.013384189011815607
86,0.01343481912040083
87,0.013630625696737038
88,0.0134530314220849
89,0.013401543976837575
90,0.012819305249003855
91,0.013156418265129541
92,0.012561590748891262
93,0.012468509362946679
94,0.012563135796998167
95,0.012500868571331484
96,0.01219696439559575
97,0.01256318772431006
98,0.012083007215130254
99,0.012245834143286487
100,0.011895495201807304
101,0.012266033275719382
102,0.012600789080394878
103,0.011674653612177958
104,0.011720165094436717
105,0.012174664825967177
106,0.011357618984590668
107,0.011286389882340563
108,0.011320763929034456
109,0.01121002259685637
110,0.011167255334283144
111,0.011018366215722674
112,0.010906985459906768
113,0.01082759976109128
114,0.0110294310116176
115,0.010682511654545578
116,0.010642298368123821
117,0.010695725240693978
118,0.010923561458876822
119,0.010374544596790282
120,0.010401165363951952
121,0.011053958680026676
122,0.010215970310641805
123,0.010179544908615638
124,0.010137247956395727
125,0.010008352081722655
126,0.01003397915827353
127,0.009931725494919531
128,0.00982921618412212
129,0.009861052481824225
130,0.009728230184224721
131,0.009618393474828587
132,0.00967038924380576
133,0.009418740538808038
134,0.00952916136303629
135,0.009490354072140226
136,0.00934749319399816
137,0.00926017802035062
138,0.009262726659694246
139,0.009141972351002265
140,0.009224328884726945
141,0.009026350706514112
142,0.009015083867809607
143,0.009005993968052508
144,0.008941019068202619
145,0.008850278361407907
146,0.008752649712770452
147,0.008815174202510377
148,0.008850671530378931
149,0.008626863375957776
150,0.008568851942573211
151,0.00855723342637162
152,0.008512896658495512
153,0.008431816973828497
154,0.008417519798081866
155,0.009002209374606445
156,0.008679683882368054
157,0.008116303105354473
158,0.008331252921080555
159,0.008060015494088687
160,0.008229645378484446
161,0.008021910994687891
162,0.008058439959345616
163,0.008014931942258875
164,0.007965675055773998
165,0.008016998328867118
166,0.007890919475718287
167,0.007726228772577467
168,0.007813647653940494
169,0.0076526116609486345
170,0.007715069156892212
171,0.007598490374853657
172,0.007603752155278887
173,0.007568123846941063
174,0.007511554793903232
175,0.007400174441290624
176,0.0074323883537198215
177,0.007421042774414389
178,0.007258772290454699
179,0.007325153439973173
180,0.007272158862496716
181,0.00710922481203982
182,0.007267588581621373
183,0.007063159741716527
184,0.0071234849048702675
